id,class_of,schoool,major,degree_level,grad_term,outcome,employer,position_country,position_city,position_state,salary,cont_edu,cont_edu_field,cont_edu_degree
3478,2022,Martin Tuchman School of Management,MBA,Master,12/31/2021,Full-Time,Bloomberg,USA,New York City Metropolitan Area,,,,,
3479,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Bloomberg,,,,150000.00,,,
3480,2022,Newark College of Engineering,Computer Engineering,Bachelor,12/31/2021,Full-Time,Bloomberg,USA,New York City Metropolitan Area,NJ,,,,
3481,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,Bloomberg,USA,New York City Metropolitan Area,,,,,
3482,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,Bloomberg,,,,150000.00,,,
3483,2022,Martin Tuchman School of Management,Business,Bachelor,12/31/2021,Full-Time,Bloomberg,,,,39500.00,,,
3484,2022,Ying Wu College of Computing,Computer Science,Doctorate,5/17/2022,Full-Time,Bloomberg,,,,190000.00,,,
3485,2022,Martin Tuchman School of Management,MBA,Master,12/31/2021,Full-Time,Black Box,USA,New York City Metropolitan Area,,,,,
3486,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Continuing Education,Biotrial,USA,Baltimore,MD,,"University of Maryland, Baltimore",,
3487,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,12/31/2021,Full-Time,Bio-Rad Laboratories,USA,New York City Metropolitan Area,,,,,
3488,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Biodynamic Technologies,USA,New York City Metropolitan Area,,,,,
3489,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,BEUMER Group,USA,Seaside Park,NJ,,,,
3490,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,"Best In Class Inspections, LLC",USA,Hoboken,NY,,,,
3491,2022,Newark College of Engineering,Civil Engineering,Bachelor,12/31/2021,Full-Time,Bernards Township,USA,Fords,,,,,
3492,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,Berkshire Bank,,,,60000.00,,,
3493,2022,College of Science and Liberal Arts,Mathematical,Bachelor,5/17/2022,Full-Time,Berkley Public Entity,,,NY,75000.00,,,
3494,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Bergenfield Public Schools,,,NJ,50000.00,,,
3495,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Full-Time,Bergen County Technical Schools,USA,New Jersey,NY,,,,
3496,2022,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2021,Full-Time,Bergen County Cooperative Library System (BCCLS),USA,West Orange,NY,,,,
3497,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,Bentley Systems,USA,Belleville,NY,,,,
3498,2022,Newark College of Engineering,Engineering Management,Master,5/17/2022,Full-Time,Bentley Labs,USA,New York City Metropolitan Area,,,,,
3499,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,Becton Dickinson,,,,54080.00,,,
3500,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,"Becht Engineering BT, Inc.",USA,Parlin,,,,,
3501,2022,Hillier College of Architecture and Design,Architecture,Bachelor,12/31/2021,Full-Time,BeAti Acupuncture Wellness Clinic,,,,41600.00,,,
3502,2022,Ying Wu College of Computing,Information Systems,Master,5/17/2022,Full-Time,BDO,,,,72000.00,,Management/Finance/Accounting,M.B.A.
3503,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,8/31/2021,Full-Time,BD,USA,New York City Metropolitan Area,,,,,
3504,2022,Newark College of Engineering,Engineering Management,Master,8/31/2021,Full-Time,BD,USA,South Hackensack,NJ,,,,
3505,2022,Newark College of Engineering,Biomedical Engineering,Master,12/31/2021,Full-Time,BD,USA,Bergenfield,NJ,,,,
3506,2022,College of Science and Liberal Arts,Applied Mathematics,Master,5/17/2022,Full-Time,BCT LLC,USA,Newark,NJ,,,,
3507,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Full-Time,Bayport Construction Co,USA,Franklin Square,NY,,,,
3508,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Continuing Education,Baykar Technologies,Istanbul,,,,,Engineering,Master's
3509,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,BASF,USA,New York City Metropolitan Area,,,,,
3510,2022,Newark College of Engineering,Mechanical Engineering,Master,5/17/2022,Full-Time,Barry-Wehmiller Companies,,,,,,,
3511,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,Barclays,,,,110000.00,,,
3512,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,Barclays,USA,New York City Metropolitan Area,,,,,
3513,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Barclays,USA,New York,NY,,,,
3514,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Bank of New York Mellon (BNY Mellon),,,,,,,
3515,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Bank of America,,,,100000.00,,,
3516,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Bank of America,USA,United States,,,,,
3517,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Bank of America,,,,100000.00,,,
3518,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,Bank of America,,,,100000.00,,,
3519,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Full-Time,Baker Hughes Company,,,,75000.00,,,
3520,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Full-Time,"Baird, Hampton, & Brown, INC.",USA,Fort Worth,NY,75000.00,,,
3521,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Full-Time,B. Braun Medical Inc. (US),USA,Bethlehem,PA,,,,
3522,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,Axxess,USA,New York City Metropolitan Area,,,,,
3523,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,AVS Technology,USA,Little Falls,NJ,,,,
3524,2022,Ying Wu College of Computing,Information Systems,Bachelor,5/17/2022,Full-Time,AvistaTech,USA,New York City Metropolitan Area,,,,,
3525,2022,Ying Wu College of Computing,IT Administration & Security,Master,12/31/2021,Full-Time,Avis Budget Group,USA,United States,,,,,
3526,2022,Martin Tuchman School of Management,Business,Bachelor,12/31/2021,Full-Time,Avis Budget Group,USA,South Plainfield,NJ,,,,
3527,2022,Newark College of Engineering,Industrial Engineering,Bachelor,5/17/2022,Full-Time,Avionic Instruments,USA,New York City Metropolitan Area,,,,,
3528,2022,Newark College of Engineering,Industrial Engineering,Bachelor,5/17/2022,Full-Time,Avionic Instruments,USA,New York City Metropolitan Area,,,,,
3529,2022,College of Science and Liberal Arts,Pharmaceutical Chemistry,Master,5/17/2022,Full-Time,Avantor,,,,70000.00,,,
3530,2022,Newark College of Engineering,Engineering Management,Master,5/17/2022,Full-Time,Avanti Polar Lipids,USA,Birmingham,NJ,,,,
3531,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,Avanade,USA,New York City,NY,95000.00,,,
3532,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,12/31/2021,Full-Time,Avanade,USA,Jersey City,NJ,,,,
3533,2022,Newark College of Engineering,Computer Engineering,Bachelor,5/17/2022,Full-Time,Avanade,,,,92000.00,,,
3534,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Full-Time,Avanade,,,,92000.00,,,
3535,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Auto-Owners Insurance,USA,Clinton Township,MI,,,,
3536,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,Automann,USA,Asbury Park,NJ,,,,
3537,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Continuing Education,"Aurobindo Pharma USA, Inc.",USA,Newark,NJ,,New Jersey Institute of Technology,Engineering,Master's
3538,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,8/31/2021,Full-Time,Atlantic Im & Export Corp,USA,San Francisco Bay Area,,,,,
3539,2022,Newark College of Engineering,Medical Informatics Technology,Bachelor,5/17/2022,Full-Time,Atlantic Health System,,,,75000.00,,,Master's
3540,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Atlantic Health System,USA,Bloomfield,NY,,,,
3541,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,Atlantic Casting & Engineering Corp.,,,,62000.00,,,
3542,2022,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2021,Full-Time,Atalanta Corporation,USA,Union City,NJ,,,,
3543,2022,College of Science and Liberal Arts,Mathematical,Bachelor,5/17/2022,Full-Time,AT&T,USA,Middletown,NJ,98100.00,,,
3544,2022,Ying Wu College of Computing,Computer Science,Bachelor,8/31/2021,Full-Time,AT&T,USA,Jersey City,NJ,,,,
3545,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,12/31/2021,Full-Time,AT&T,USA,United States,,,,,
3546,2022,Newark College of Engineering,Electrical Engineering,Bachelor,12/31/2021,Full-Time,AT&T,USA,New York City Metropolitan Area,,,,,
3547,2022,Newark College of Engineering,Engineering Management,Master,5/17/2022,Full-Time,AT&T,,,,65000.00,,,
3548,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Astrodyne TDI,USA,Oxford,NJ,,,,
3549,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Astrodyne TDI,USA,Apollo Beach,FL,,,,
3550,2022,Newark College of Engineering,Chemical Engineering,Bachelor,12/31/2021,Full-Time,Astro Electrical contractor llc,,,NY,46000.00,,Management/Finance/Accounting,M.B.A.
3551,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,"AST Engineering, Inc",USA,Bayonne,NJ,,,,
3552,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Asset Inventories,USA,Hackensack,NJ,,,,
3553,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Aspire Technology Partners,USA,Marlboro,NJ,,,,
3554,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Aspen Consulting Group Inc.,USA,New York City Metropolitan Area,,,,,
3555,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,12/31/2021,Full-Time,ASML,,,,,,,
3556,2022,Newark College of Engineering,Occupational Safety and Health Engineering,Master,5/17/2022,Full-Time,ASM,USA,Newark,NJ,,,,
3557,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Full-Time,ASM,USA,Tempe,AZ,,,,
3558,2022,Hillier College of Architecture and Design,Architecture,Bachelor,8/31/2021,Full-Time,ASHRAE New Jersey,USA,New York City Metropolitan Area,,,,,
3559,2022,College of Science and Liberal Arts,Materials Science and Engineering,Doctorate,12/31/2021,Full-Time,Ashland,USA,United States,,,,,
3560,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Full-Time,Aselsan, Turkey,Ankara,NY,,,,
3561,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Full-Time,ASCO Power Technologies,USA,New York City Metropolitan Area,,,,,
3562,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,ASCO Power Technologies,USA,New York City Metropolitan Area,,,,,
3563,2022,Hillier College of Architecture and Design,Industrial Design,Bachelor,5/17/2022,Part-Time,Army National Guard,,,,36000.00,,,
3564,2022,Ying Wu College of Computing,Information Systems,Master,5/17/2022,Full-Time,Army National Guard,USA,New York City Metropolitan Area,,,,,
3565,2022,Newark College of Engineering,Civil Engineering,Bachelor,8/31/2021,Full-Time,ARE Corp.,USA,Kansas City,MO,65000.00,,,Master's
3566,2022,Newark College of Engineering,Construction Engineering Technology,Bachelor,12/31/2021,Full-Time,ARCO Design/Build,USA,Charlotte,NC,,,,
3567,2022,Martin Tuchman School of Management,Business,Bachelor,12/31/2021,Full-Time,Arch home Developers,USA,New York City Metropolitan Area,,,,,
3568,2022,Newark College of Engineering,Civil Engineering,Bachelor,5/17/2022,Full-Time,Arcadis,,,,62500.00,,,
3569,2022,Newark College of Engineering,Mechanical Engineering,Master,12/31/2021,Full-Time,Arcadis,USA,Brooklyn,NY,,,,
3570,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,Aquent,,,,143520.00,,,
3571,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,AquaQ Analytics,USA,New York City Metropolitan Area,,,,,
3572,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Aptar,USA,Linden,NJ,,,,
3573,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Part-Time,APS Data Technologies,,,,104000.00,,,
3574,2022,Martin Tuchman School of Management,Business,Bachelor,8/31/2021,Full-Time,Apple,USA,New York,NY,,,,
3575,2022,Martin Tuchman School of Management,Business,Bachelor,12/31/2021,Full-Time,Apple,USA,Rockaway,NJ,,,,
3576,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,Apple,,,,100000.00,,,
3577,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,12/31/2021,Full-Time,Apple,USA,Redmond,WA,,,,
3578,2022,Martin Tuchman School of Management,Management,Master,12/31/2021,Full-Time,Ansell,,,,70000.00,,,
3579,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,ANS Geo. Inc.,,,,55000.00,,,
3580,2022,Newark College of Engineering,Civil Engineering,Bachelor,12/31/2021,Full-Time,"ANS Geo, Inc",USA,Carteret,,,,,
3581,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Continuing Education,Animal Hospital and Laser Surgery Center,USA,Newark,NJ,,New Jersey Institute of Technology,Science,Master's
3582,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,12/31/2021,Full-Time,"Andrew Davidson & Co., Inc.",USA,New York City Metropolitan Area,,,,,
3583,2022,College of Science and Liberal Arts,Data Science - Statistics Track,Master,5/17/2022,Full-Time,Amyris,USA,New York,NY,,,,
3584,2022,Newark College of Engineering,Chemical Engineering,Master,12/31/2021,Full-Time,AMVAC: An American Vanguard Company,USA,United States,,,,,
3585,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Full-Time,Amtrak,USA,Scotch Plains,NJ,,,,
3586,2022,Newark College of Engineering,Industrial Engineering,Bachelor,5/17/2022,Full-Time,Amtrak,USA,United States,,,,,
3587,2022,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,5/17/2022,Full-Time,AmSpec Group,USA,Colonia,NJ,,,,
3588,2022,College of Science and Liberal Arts,Pharmaceutical Chemistry,Master,12/31/2021,Full-Time,Amneal Pharmaceuticals,USA,Brookhaven,NY,60000.00,,,Master's
3589,2022,Newark College of Engineering,Mechanical Engineering,Master,12/31/2021,Full-Time,Amneal Pharmaceuticals,USA,Piscataway,NJ,55000.00,,,
3590,2022,Ying Wu College of Computing,Information Systems,Bachelor,8/31/2021,Full-Time,"Americold Logistics, LLC.",USA,Elizabeth,NY,,,,
3591,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,AMERICAN SYSTEMS,USA,Randolph,NJ,,,,
3592,2022,Ying Wu College of Computing,Data Science,Master,8/31/2021,Full-Time,American Medical Association,USA,Denver Metropolitan Area,,,,,
3593,2022,Ying Wu College of Computing,Information Systems,Master,5/17/2022,Full-Time,American Family Insurance,USA,Edison,,,,,
3594,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,American Express,USA,New York City Metropolitan Area,,,,,
3595,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,12/31/2021,Full-Time,American Express,USA,Hillside,NY,,,,
3596,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,American Express,USA,New York City Metropolitan Area,NJ,,,,
3597,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,American Express,,,,94000.00,,,
3598,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,American Express,,,NJ,95000.00,,,
3599,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,American Express,,,TX,94000.00,,,
3600,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,American Express,USA,United States,NJ,,,,
3601,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,American Arbitration Association,USA,New York City Metropolitan Area,,,,,
3602,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Full-Time,Amercom,USA,Parsippany,NJ,68000.00,,,
3603,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Full-Time,AMD,,,,95000.00,,,
3604,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Full-Time,Amazon Web Services,USA,Austin,TX,,,,
3605,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,Amazon Web Services,USA,South Orange Village,NJ,,,,
3606,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,Amazon Web Services,USA,Bellevue,WA,,,,
3607,2022,Ying Wu College of Computing,Computing and Business,Bachelor,12/31/2021,Full-Time,Amazon Web Services,,,,121000.00,,,
3608,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Amazon Web Services,USA,Jersey City,NJ,,,,
3609,2022,Newark College of Engineering,Computer Technology,Bachelor,5/17/2022,Full-Time,Amazon Web Services,USA,Parsippany,NJ,,,,
3610,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Amazon Web Services,,,,129000.00,,,
3611,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Amazon Web Services,USA,Allentown,NJ,,,,
3612,2022,Ying Wu College of Computing,Computer Science,Bachelor,8/31/2021,Full-Time,Amazon Web Services,USA,New York City Metropolitan Area,,,,,
3613,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Amazon Web Services,USA,Teaneck,NJ,,,,
3614,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,Amazon Web Services,USA,Seattle,WA,,,,
3615,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Amazon Web Services,USA,New York City Metropolitan Area,,,,,
3616,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Amazon Fulfillment Centre,USA,Elizabeth,NJ,,,,
3617,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,12/31/2021,Full-Time,Amazon Fulfillment Centre,USA,Ridgefield,NJ,,,,
3618,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,Amazon,,,,129000.00,,,
3619,2022,Martin Tuchman School of Management,Business,Bachelor,12/31/2021,Full-Time,Amazon,,,,65000.00,,,
3620,2022,Newark College of Engineering,Civil Engineering,Bachelor,8/31/2021,Full-Time,Amazon,USA,United States,,,,,
3621,2022,Martin Tuchman School of Management,Business,Bachelor,8/31/2021,Full-Time,Amazon,USA,Piscataway,NJ,,,,
3622,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,Amazon,USA,New York City Metropolitan Area,,,,,
3623,2022,Newark College of Engineering,Mechanical Engineering,Master,12/31/2021,Full-Time,Amazon,USA,Cranbury,NJ,,,,
3624,2022,Ying Wu College of Computing,Software Engineering,Master,8/31/2021,Full-Time,Amazon,,,,,,,
3625,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,Amazon,USA,Saddle Brook,NJ,,,,
3626,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,8/31/2021,Full-Time,Amazon,USA,New York City Metropolitan Area,,,,,
3627,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,Amazon,,,,135000.00,,,
3628,2022,Ying Wu College of Computing,Data Science,Master,8/31/2021,Full-Time,Amazon,,,,,,,
3629,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,Amazon,USA,Seattle,WA,125000.00,,,
3630,2022,College of Science and Liberal Arts,Mathematical,Doctorate,12/31/2021,Full-Time,Amazon,USA,New York City Metropolitan Area,,,,,
3631,2022,Ying Wu College of Computing,Computer Science,Doctorate,12/31/2021,Full-Time,Amazon,,,,,,,
3632,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,Amazon,,,,,,,
3633,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,Amazon,,,,65000.00,,,
3634,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,Amazon,USA,New York City Metropolitan Area,,,,,
3635,2022,Newark College of Engineering,Construction Engineering Technology,Bachelor,8/31/2021,Full-Time,Amazon,USA,New Jersey,,,,,
3636,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Amazon,,,,67995.20,,,
3637,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,Amazon,USA,New York City Metropolitan Area,,,,,
3638,2022,Ying Wu College of Computing,Data Science,Master,8/31/2021,Full-Time,Amazon,USA,New York City Metropolitan Area,,,,,
3639,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Amazon,,,,,,,
3640,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Amazon,USA,New York City Metropolitan Area,NY,,,,
3641,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,Amazon,,,,129000.00,,,
3642,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,Amazon,,,,,,,
3643,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Continuing Education,Amazon,USA,Newark,NJ,,New Jersey Institute of Technology,Computing,Master's
3644,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Amazon,USA,New York City Metropolitan Area,,,,,
3645,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Full-Time,Amazon,USA,Newark,NJ,,,,
3646,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,AMA Design Build,USA,Mountain Lakes,NJ,,,,
3647,2022,Hillier College of Architecture and Design,Digital Design,Bachelor,5/17/2022,Full-Time,Alumni Association of NJIT,USA,Edison,NJ,,,,
3648,2022,Ying Wu College of Computing,IT Administration & Security,Master,8/31/2021,Full-Time,AllianceBernstein,USA,Dunellen,NJ,,,,
3649,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Alliance Advisors LLC,,,,24000.00,,,
3650,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Alkemy X,USA,New York City Metropolitan Area,NJ,,,,
3651,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,A-LIGN,USA,Jersey City,NJ,,,,
3652,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,Aldridge Electric,USA,Tampa,FL,,,,
3653,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,12/31/2021,Full-Time,Alcon,USA,Bridgewater,NJ,,,,
3654,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,AKF Group,USA,Princeton,NJ,,,,
3655,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,"Airtech Vacuum, Inc.",USA,Passaic,NJ,,,,
3656,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,"Airtech Vacuum, Inc.",USA,Jersey City,NJ,,,,
3657,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Full-Time,Airbnb,USA,New York City Metropolitan Area,,,,,
3658,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,Air Industries (Precision Castparts Corporation),USA,New York City Metropolitan Area,,,,,
3659,2022,Ying Wu College of Computing,Computing and Business,Bachelor,12/31/2021,Full-Time,AiGoLearning,,,,,,,
3660,2022,Ying Wu College of Computing,Computer Science,Bachelor,8/31/2021,Full-Time,AiGoLearning,,,,,,,
3661,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,AIG,USA,Jersey City,NJ,,,,
3662,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,AHRC,USA,New York City Metropolitan Area,,,,,
3663,2022,Newark College of Engineering,Chemical Engineering,Master,5/17/2022,Full-Time,Affinivax,,,,80000.00,,,
3664,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Aersys Inc.,USA,Piscataway,NJ,,,,
3665,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Full-Time,AEIS LLC,,South Plainfield,,125000.00,Don't know yet,Engineering,Master's
3666,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,Aecom Hunt,,,,105019.20,,,
3667,2022,Newark College of Engineering,Civil Engineering,Bachelor,8/31/2021,Full-Time,AECOM,USA,New York City Metropolitan Area,,,,,
3668,2022,Hillier College of Architecture and Design,Interior Design,Bachelor,5/17/2022,Full-Time,AECOM,USA,New York City Metropolitan Area,,,,,
3669,2022,Newark College of Engineering,Transportation,Doctorate,5/17/2022,Full-Time,AECOM,,,,88000.00,,,
3670,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,AECOM,USA,Clifton,NJ,75000.00,,,
3671,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,"Advisors Mortgage Group, LLC",USA,South Amboy,NJ,,,,
3672,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Advent Global Solutions,USA,Iselin,NJ,,,,
3673,2022,Newark College of Engineering,Chemical Engineering,Bachelor,5/17/2022,Full-Time,"Advanced Polymer, Inc.",USA,Asbury,NJ,,,,
3674,2022,Newark College of Engineering,Pharmaceutical Systems Management,Master,5/17/2022,Full-Time,Advanced Accelerator Applications,USA,New York City Metropolitan Area,,,,,
3675,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,ADP Inc.,,,,90000.00,,,
3676,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,ADP Inc.,,,,70000.00,,,
3677,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,ADP Inc.,,,,,,,
3678,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Full-Time,ADP Inc.,USA,New York City Metropolitan Area,,,,,
3679,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,ADP Inc.,,,,95000.00,,,
3680,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,ADP Inc.,USA,Roseland,TX,90000.00,,,
3681,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,ADP Inc.,,,,85000.00,,,
3682,2022,Ying Wu College of Computing,Computer Science,Bachelor,8/31/2021,Internship,ADP Inc.,,,,,,,
3683,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,ADP Inc.,,,,90000.00,,,
3684,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,ADP Inc.,,,,90000.00,,,
3685,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,ADP Inc.,,,,80000.00,,,
